"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15","test_operation_demands_a_credential[v1-GET-/migration/trello/status]","tests.api.authorization","2026-09-22","skipped","2026-09-22","","test_credentials_required","",""
"","4","test_operation_demands_a_credential[v2-DELETE-/tasks/{projecttask}/labels/{label}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v2-GET-/health]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","11","test_documented_operation_exists[v2-POST-/user/settings/webhooks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Everyone short of an administrator is refused, a writer included.

Write on a project means write inside it, not power over it.
","22","test_deleting_a_project_is_refused[writer]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","27","test_documented_operation_exists[v2-DELETE-/tasks/{task}/comments/{commentid}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4997","test_a_label_and_a_priority_are_parsed_out_of_the_title[webkit]","tests.ui.tasks","2026-09-22","passed","2026-09-22","","test_quick_add","",""
"","10","test_documented_operation_exists[v2-PATCH-/admin/users/{id}/status]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v2-GET-/tasks/{projecttask}/labels]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5820","test_a_task_appears_in_every_view_that_lists_tasks[webkit]","tests.ui.views","2026-09-22","passed","2026-09-22","","test_views_agree","",""
"","2","test_documented_operation_exists[v1-DELETE-/tokens/{tokenID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The coarsest boundary, stated on its own so a failure is unmistakable.

Asserted rather than skipped when the area is missing. A skip here reads
as a pass, and this is the check that says a token scoped to one area
cannot touch another — the one that should be hardest to switch off by
accident.
","236","test_a_scoped_token_cannot_reach_another_area","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","7","test_documented_operation_exists[v1-PUT-/teams/{id}/members]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_documented_operation_exists[v2-POST-/projects/{projectid}/duplicate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Everyone short of an administrator is refused, a writer included.

Write on a project means write inside it, not power over it.
","28","test_deleting_a_project_is_refused[reader]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","3","test_documented_operation_exists[v2-POST-/projects/{project}/users]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The other half. Without it the test above would pass just as well
against a button that does nothing at all.","2234","test_confirming_deletes_the_project[chromium]","tests.ui.projects","2026-09-22","passed","2026-09-22","","test_destructive_actions","",""
"","9","test_documented_operation_exists[v2-POST-/time-entries/timer/stop]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_documented_operation_exists[v1-POST-/tasks/bulk]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","24","test_both_versions_name_the_same_failure[GET-labels-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"Revoking a credential is a security action, so the answer has to
describe what happened. Someone else's token is the half that matters:
the product refuses to revoke it, correctly, and then reports success.
","1408","test_revoking_a_token_that_was_not_revoked_says_so","tests.api.contracts","2026-09-22","skipped","2026-09-22","","test_error_codes","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","38","test_both_versions_name_the_same_failure[GET-projects-{}-views]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","1","test_documented_operation_exists[v1-DELETE-/tasks/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_documented_operation_exists[v1-GET-/projects/{project}/tasks/by-index/{index}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","11","test_operation_demands_a_credential[v2-GET-/migration/csv/status]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","12","test_documented_operation_exists[v2-POST-/migration/csv/detect]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","30","test_operation_demands_a_credential[v2-POST-/user/bots]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One message for every bad credential. A refusal that varies with the
shape tells whoever is guessing which half of the guess was right.","44","test_the_same_refusal_whatever_the_shape","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","15","test_operation_demands_a_credential[v2-GET-/migration/wekan/status]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_documented_operation_exists[v2-PATCH-/projects/{project}/views/{view}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_operation_demands_a_credential[v2-GET-/projects/{project}/views/{view}/buckets]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","82","test_reading_a_task[outsider]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","7","test_documented_operation_exists[v1-POST-/user/password/token]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_documented_operation_exists[v1-POST-/projects/{id}/backgrounds/unsplash]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_operation_demands_a_credential[v2-POST-/user/deletion/confirm]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v2-POST-/user/settings/email/resend]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","14","test_documented_operation_exists[v2-POST-/projects]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5814","test_the_interface_follows_the_browser_language[webkit-de-DE]","tests.ui.localisation","2026-09-22","passed","2026-09-22","","test_languages","",""
"One credential, two doors. Cross-version work depends on this.","27","test_both_api_versions_answer_the_same_actor","tests.api.framework","2026-09-22","passed","2026-09-22","","test_transport","",""
"","4","test_documented_operation_exists[v2-PATCH-/filters/{filter}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_operation_demands_a_credential[v2-POST-/oauth/token]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","131","test_a_permission_that_is_not_a_level_is_refused[null]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_permission_values","",""
"","2","test_documented_operation_exists[v2-POST-/user/confirm]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_documented_operation_exists[v2-PUT-/user/settings/webhooks/{webhook}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The flag that makes the product emit its test attributes.

The production build strips them unless a runner injects it. If the
injection ever stopped working, every attribute-based selector would
fail at once; better to learn that here, with a message that says so.
","2348","test_the_testing_flag_reaches_the_application[firefox]","tests.ui.framework","2026-09-22","passed","2026-09-22","","test_session","",""
"Compared byte for byte, including bytes that are not text, since a
payload that only survives as text has not really survived.","276","test_an_attachment_survives_a_round_trip","tests.api.side_effects","2026-09-22","passed","2026-09-22","","test_object_storage","",""
"What a stranger with the link gets, asked of both levels together.

Both rows on purpose. `to_have_count(0)` is satisfied on its first poll,
so a read-only share proves nothing on its own: a page that has not
rendered answers it just as well. The writable row is what rules that
out — the same page, the same wait, the same assertion, and the control
is there. Between them the absence means something.
","3926","test_a_public_link_offers_exactly_what_it_was_shared_for[firefox-writable]","tests.ui.sharing","2026-09-22","passed","2026-09-22","","test_public_link","",""
"","10","test_a_malformed_authorization_header_is_refused_without_breaking_anything[empty]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","11","test_documented_operation_exists[v2-DELETE-/projects/{project}/views/{view}/buckets/{bucket}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The dangerous version of the same mistake: not inventing access but
quietly widening it on an account that already has some.","154","test_a_refused_level_leaves_an_existing_grant_alone","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_permission_values","",""
"Register, confirm by mail, log in, then use the session.","16","test_registered_actor_can_read_itself","tests.api.framework","2026-09-22","passed","2026-09-22","","test_transport","",""
"","7","test_documented_operation_exists[v2-POST-/oauth/token]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","8","test_operation_demands_a_credential[v1-GET-/user/export]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","8","test_documented_operation_exists[v2-GET-/projects/{project}/views/{view}/tasks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","14","test_operation_demands_a_credential[v1-GET-/projects/{project}/shares]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","14","test_operation_demands_a_credential[v1-DELETE-/tokens/{tokenID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","26","test_operation_demands_a_credential[v1-PUT-/labels]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v2-POST-/projects/{project}/tasks/bulk]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_documented_operation_exists[v1-POST-/tasks/{id}/position]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","45","test_a_project_that_exists_is_indistinguishable_from_one_that_does_not","tests.api.authorization","2026-09-22","skipped","2026-09-22","","test_existence_disclosure","",""
"","20","test_operation_demands_a_credential[v1-POST-/user/export/download]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","13","test_operation_demands_a_credential[v1-GET-/projects/{project}/shares/{share}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v2-PATCH-/projects/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_operation_demands_a_credential[v1-GET-/webhooks/events]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","202","test_a_task_reads_back_identically[v2-v1]","tests.api.contracts","2026-09-22","passed","2026-09-22","TestWrittenHereReadThere","test_cross_version","",""
"","12","test_a_malformed_api_token_is_refused_without_breaking_anything[no-prefix]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","5571","test_a_label_and_a_priority_are_parsed_out_of_the_title[firefox]","tests.ui.tasks","2026-09-22","passed","2026-09-22","","test_quick_add","",""
"","2","test_documented_operation_exists[v2-DELETE-/filters/{filter}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The other half. Without it the test above would pass just as well
against a button that does nothing at all.","5476","test_confirming_deletes_the_project[webkit]","tests.ui.projects","2026-09-22","passed","2026-09-22","","test_destructive_actions","",""
"","3","test_documented_operation_exists[v2-POST-/admin/users/{id}/password-reset-email]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_operation_demands_a_credential[v2-GET-/admin/projects]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","10","test_operation_demands_a_credential[v1-GET-/projects/{project}/views]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_documented_operation_exists[v1-GET-/tokens]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Otherwise the product hands someone work they cannot open.","730","test_a_task_can_only_be_assigned_to_someone_who_can_see_it","tests.api.rules","2026-09-22","passed","2026-09-22","","test_people_and_links","",""
"","17","test_operation_demands_a_credential[v1-GET-/admin/overview]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","158","test_a_scoped_token_is_refused_its_siblings[projects_views-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","17","test_updating_a_task[share_read]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","16","test_documented_operation_exists[v1-PUT-/tasks/{task}/labels]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_documented_operation_exists[v1-POST-/user/settings/avatar]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_documented_operation_exists[v2-PUT-/tasks/bulk]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_operation_demands_a_credential[v2-PATCH-/user/settings/avatar/provider]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","8","test_documented_operation_exists[v2-GET-/projects/{project}/shares]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_documented_operation_exists[v1-PUT-/user/settings/webhooks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","22","test_documented_operation_exists[v2-POST-/tasks/{projecttask}/assignees]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_documented_operation_exists[v1-PUT-/projects/{project}/shares]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_operation_demands_a_credential[v1-POST-/user/deletion/cancel]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","23","test_both_versions_name_the_same_failure[DELETE-projects-{}-background]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","938","test_a_granted_permission_is_written_as_a_row","tests.api.integrity","2026-09-22","passed","2026-09-22","","test_data_integrity","",""
"","2","test_documented_operation_exists[v1-PUT-/projects]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","22","test_documented_operation_exists[v2-PUT-/projects/{project}/users/{user}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_a_malformed_api_token_is_refused_without_breaking_anything[prefix-only]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","24","test_operation_demands_a_credential[v2-DELETE-/projects/{project}/background]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Arriving is not agreeing.

The confirmation exists in the product; this says it is load-bearing.
A dialog that deletes on arrival and asks afterwards looks identical in
a screenshot and identical in the API log, and is only visible from
here.
","2685","test_opening_the_delete_page_deletes_nothing_until_it_is_confirmed[webkit]","tests.ui.projects","2026-09-22","passed","2026-09-22","","test_destructive_actions","",""
"","28","test_operation_demands_a_credential[v2-DELETE-/projects/{project}/views/{view}/buckets/{bucket}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","37","test_operation_demands_a_credential[v2-GET-/time-entries/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","24","test_both_versions_name_the_same_failure[DELETE-subscriptions-{}-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","3","test_documented_operation_exists[v2-GET-/user/bots]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_operation_demands_a_credential[v1-POST-/user/settings/totp/enable]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v1-GET-/projects]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-PUT-/tasks/{taskID}/comments]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_documented_operation_exists[v2-DELETE-/time-entries/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_documented_operation_exists[v2-POST-/projects/{project}/teams]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","43","test_a_permission_that_is_not_a_level_is_refused[boolean]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_permission_values","",""
"","81","test_deleting_a_task[teammate]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","102","test_documented_operation_exists[v2-PUT-/user/settings/avatar/provider]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_documented_operation_exists[v1-DELETE-/labels/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","7","test_documented_operation_exists[v2-POST-/token/test]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v2-GET-/tokens]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_a_malformed_authorization_header_is_refused_without_breaking_anything[scheme-with-a-space]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","8","test_documented_operation_exists[v2-POST-/migration/planka/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","12","test_operation_demands_a_credential[v1-GET-/admin/projects]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_documented_operation_exists[v2-PATCH-/teams/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_documented_operation_exists[v2-PUT-/projects/{project}/teams/{team}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-POST-/user/token]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","46","test_reading_a_task[owner]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","5","test_documented_operation_exists[v1-POST-/user/confirm]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v2-POST-/user/settings/totp/enroll]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The flag that makes the product emit its test attributes.

The production build strips them unless a runner injects it. If the
injection ever stopped working, every attribute-based selector would
fail at once; better to learn that here, with a message that says so.
","2725","test_the_testing_flag_reaches_the_application[webkit]","tests.ui.framework","2026-09-22","passed","2026-09-22","","test_session","",""
"","9","test_documented_operation_exists[v1-POST-/notifications/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","113","test_a_scoped_token_reaches_what_it_was_granted[tasks_labels-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","9","test_documented_operation_exists[v2-POST-/login]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The control for the test above.

Without it, a board that finished every task it was handed — whichever
column it was dropped into — would pass. ""Doing"" is an ordinary column,
so a task that lands there has moved and nothing more.
","3820","test_a_card_dragged_into_an_ordinary_column_is_moved_and_not_finished[chromium]","tests.ui.views","2026-09-22","passed","2026-09-22","","test_kanban_board","",""
"","5","test_documented_operation_exists[v2-GET-/projects/{project}/users]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_operation_demands_a_credential[v2-POST-/user/deletion/request]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v1-PUT-/tasks/{taskID}/duplicate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_operation_demands_a_credential[v2-DELETE-/projects/{project}/users/{user}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","7","test_both_versions_name_the_same_failure[DELETE-projects-{}-users-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","914","test_deleting_a_project_leaves_no_orphaned_tasks","tests.api.integrity","2026-09-22","passed","2026-09-22","","test_data_integrity","",""
"","8","test_documented_operation_exists[v2-PUT-/user/settings/email]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","8","test_documented_operation_exists[v2-POST-/tasks/{projecttask}/labels]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-GET-/admin/projects]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","155","test_the_calendar_home_answers_a_plain_get_without_a_server_error","tests.api.calendar","2026-09-22","skipped","2026-09-22","","test_calendar_access","",""
"","5","test_operation_demands_a_credential[v2-GET-/user/bots]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","34","test_reading_a_task_is_decided_the_same_way[reader]","tests.api.contracts","2026-09-22","passed","2026-09-22","TestTheSameDecision","test_cross_version","",""
"","7","test_operation_demands_a_credential[v1-GET-/tasks/{taskID}/comments/{commentID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v2-GET-/projects/{project}/users]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","34","test_a_permission_that_is_not_a_level_is_refused[the-not-determined-sentinel]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_permission_values","",""
"","5","test_documented_operation_exists[v2-GET-/admin/projects]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_operation_demands_a_credential[v2-PATCH-/tasks/{projecttask}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_documented_operation_exists[v1-POST-/user/settings/totp/enroll]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_documented_operation_exists[v1-POST-/migration/trello/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","24","test_both_versions_name_the_same_failure[GET-projects-{}-tasks-by-index-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","11","test_operation_demands_a_credential[v1-PUT-/tasks/{taskID}/assignees]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","1","test_documented_operation_exists[v1-GET-/projects/{id}/projectusers]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","14","test_documented_operation_exists[v1-DELETE-/projects/{projectID}/teams/{teamID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-POST-/auth/openid/{provider}/callback]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","14","test_operation_demands_a_credential[v2-DELETE-/tasks/{projecttask}/assignees/{user}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","21","test_both_versions_name_the_same_failure[GET-tasks-{}-assignees]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"What a stranger with the link gets, asked of both levels together.

Both rows on purpose. `to_have_count(0)` is satisfied on its first poll,
so a read-only share proves nothing on its own: a page that has not
rendered answers it just as well. The writable row is what rules that
out — the same page, the same wait, the same assertion, and the control
is there. Between them the absence means something.
","3698","test_a_public_link_offers_exactly_what_it_was_shared_for[webkit-read-only]","tests.ui.sharing","2026-09-22","passed","2026-09-22","","test_public_link","",""
"","29","test_a_scoped_token_reaches_what_it_was_granted[reactions-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","11","test_operation_demands_a_credential[v2-PUT-/filters/{filter}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","13","test_documented_operation_exists[v2-PUT-/teams/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","7","test_documented_operation_exists[v1-POST-/projects/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","17","test_operation_demands_a_credential[v1-GET-/projects/{id}/users]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","4","test_operation_demands_a_credential[v2-GET-/notifications]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_operation_demands_a_credential[v2-POST-/tasks/{projecttask}/labels]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2013","test_the_browser_lands_signed_in[webkit]","tests.ui.framework","2026-09-22","passed","2026-09-22","","test_session","",""
"An exemption that stopped matching anything is how an endpoint
quietly drops out of the sweep.","0","test_no_stale_entries_in_the_public_allowlist","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"What a stranger with the link gets, asked of both levels together.

Both rows on purpose. `to_have_count(0)` is satisfied on its first poll,
so a read-only share proves nothing on its own: a page that has not
rendered answers it just as well. The writable row is what rules that
out — the same page, the same wait, the same assertion, and the control
is there. Between them the absence means something.
","5284","test_a_public_link_offers_exactly_what_it_was_shared_for[firefox-read-only]","tests.ui.sharing","2026-09-22","passed","2026-09-22","","test_public_link","",""
"","7","test_operation_demands_a_credential[v1-GET-/tasks/{taskID}/assignees]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","4","test_operation_demands_a_credential[v2-POST-/projects]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","11","test_operation_demands_a_credential[v2-PATCH-/admin/users/{id}/password]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_operation_demands_a_credential[v1-PUT-/filters]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","16","test_documented_operation_exists[v2-POST-/user/settings/token/caldav]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v2-POST-/tasks/{task}/relations]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","8","test_documented_operation_exists[v2-GET-/migration/planka/status]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-DELETE-/tasks/{id}/attachments/{attachmentID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-DELETE-/user/settings/webhooks/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","120","test_a_scoped_token_reaches_what_it_was_granted[tasks_comments-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
